Name	SMARTS	Reject	Accept
Iminohetarenes	[$(c(=N)[$(n[#1,#6]),o,s]),$(c(=N)a[$(n[#1,#6]),o,s]),$(c(=N)aa[$(n[#1,#6]),o,s]),$(c(=N)aaa[$(n[#1,#6]),o,s])]		['[$(c(=N)[$(n[#1,#6]),o,s]),$(c(=N)a[$(n[#1,#6]),o,s]),$(c(=N)aa[$(n[#1,#6]),o,s]),$(c(=N)aaa[$(n[#1,#6]),o,s])]']
Orthocarboxylic acid derivatives	[CX4&!$([CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I]))]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])([!#1!#6])([!#1!#6])[!#1!#6]		['[CX4&!$([CX4]([F,Cl,Br,I])([F,Cl,Br,I])([F,Cl,Br,I]))]([#1,#6&!$([CX3]=[OX1,SX1,NX2])])([!#1!#6])([!#1!#6])[!#1!#6]']
Carboxylic acid orthoesters	[#1,#6][CX4]([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])[OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])]		['[#1,#6][CX4]([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])[OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])]']
Carboxylic acid amide acetals	[CH1,$([CX4][#6])]([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])[NX3]([#1,*])[#1,*]		['[CH1,$([CX4][#6])]([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])([OX2][#6&!$([CX3]=[OX1,SX1,NX2,C])])[NX3]([#1,*])[#1,*]']
Carboxylic acid anhydrides	[#6][#6X3](=[OX1])[#8X2][#6X3](=[OX1])[#6]		['[#6][#6X3](=[OX1])[#8X2][#6X3](=[OX1])[#6]']
Carboxylic acid imides	[CX3](=[OX1])[NX3][CX3](=[OX1])		['[CX3](=[OX1])[NX3][CX3](=[OX1])']
Carboxylic acid unsubstituted imides	[CX3](=[OX1])[NX3H1][CX3](=[OX1])		['[CX3](=[OX1])[NX3H1][CX3](=[OX1])']
Carboxylic acid substituted imides	[CX3](=[OX1])[NX3H0][CX3](=[OX1])		['[CX3](=[OX1])[NX3H0][CX3](=[OX1])']
CO2 derivative (general)	[$([Cv4X4]([!#1!#6])([!#1!#6])([!#1!#6])[!#1!#6]),$([CX3](=[!#1!#6])([!#1!#6])[!#1!#6]),$([CX2](=[!#1!#6])=[!#1!#6]),$([CX2](#[!#1!#6])[!#1!#6])]		['[$([Cv4X4]([!#1!#6])([!#1!#6])([!#1!#6])[!#1!#6]),$([CX3](=[!#1!#6])([!#1!#6])[!#1!#6]),$([CX2](=[!#1!#6])=[!#1!#6]),$([CX2](#[!#1!#6])[!#1!#6])]']
Carbonic acid derivatives	[$([CX3](=[OX1])([!#1!#6])[!#1!#6])&!$([CX3](=[OX1])([#7,#16X2,#15,#5])[#8X2,#16X2,#7,#15,#5])]		['[$([CX3](=[OX1])([!#1!#6])[!#1!#6])&!$([CX3](=[OX1])([#7,#16X2,#15,#5])[#8X2,#16X2,#7,#15,#5])]']
Carbonic acid monoesters	[OH1][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]		['[OH1][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]']
Carbonic acid diesters	[#6&!$([CX3]=[OX1,SX1,NX2])][OX2][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]		['[#6&!$([CX3]=[OX1,SX1,NX2])][OX2][CX3](=[OX1])[OX2][#6&!$([CX3]=[OX1,SX1,NX2])]']
Carbonic acid ester halides	[#6][OX2][CX3](=[OX1])[F,Cl,Br,I]		['[#6][OX2][CX3](=[OX1])[F,Cl,Br,I]']
Thiocarbonic acid derivatives	[$([CX3](=[SX1])([!#1!#6])[!#1!#6])&!$([CX3](=[SX1])([#7,#16X2,#15,#5])[#8X2,#16X2,#7,#15,#5]),$([CX3](=[OX1])([!#1!#6])[SX2])&!$([CX3](=[OX1])([#7,#15,#5])[#8X2,#16X2,#7,#15,#5])]		['[$([CX3](=[SX1])([!#1!#6])[!#1!#6])&!$([CX3](=[SX1])([#7,#16X2,#15,#5])[#8X2,#16X2,#7,#15,#5]),$([CX3](=[OX1])([!#1!#6])[SX2])&!$([CX3](=[OX1])([#7,#15,#5])[#8X2,#16X2,#7,#15,#5])]']
Thiocarbonic acid monoesters	[$([OH1,SH1][CX3](=[SX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([OH1][CX3](=[OX1])[SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([SH1][CX3](=[SX1,OX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])])]		['[$([OH1,SH1][CX3](=[SX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([OH1][CX3](=[OX1])[SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([SH1][CX3](=[SX1,OX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])])]']
Thiocarbonic acid diesters	[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])])]		['[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[OX2,SX2][#6&!$([CX3]=[OX1,SX1,NX2])])]']
Thiocarbonic acid ester halides	[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[F,Cl,Br,I]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[F,Cl,Br,I])]		['[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[F,Cl,Br,I]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[F,Cl,Br,I])]']
Carbamic acid derivatives	[NX3]([#1,*])([#1,*])[CX3](=[OX1])[!#1!#6!#16!$([Pv5])]		['[NX3]([#1,*])([#1,*])[CX3](=[OX1])[!#1!#6!#16!$([Pv5])]']
Carbamic acid	[OH1][CX3](=[OX1])[NX3]		['[OH1][CX3](=[OX1])[NX3]']
Carbamic acid esters (urethanes)	[#6][OX2][CX3](=[OX1])[NH2,NH1,NX3]		['[#6][OX2][CX3](=[OX1])[NH2,NH1,NX3]']
Carbamic acid halides	[F,Cl,Br,I][CX3](=[OX1])[NX3]		['[F,Cl,Br,I][CX3](=[OX1])[NX3]']
Thiocarbamic acid derivatives	[$([NX3&!$([NX3]([CX3]=[SX1])[CX3]=[OX1,SX1,NX2])][CX3](=[SX1])[!#1!#6!#7!$([Pv5])]),$([NX3&!$([NX3]([CX3]=[OX1])[CX3]=[OX1,SX1,NX2])][CX3](=[OX1])[SH1,SX2])]		['[$([NX3&!$([NX3]([CX3]=[SX1])[CX3]=[OX1,SX1,NX2])][CX3](=[SX1])[!#1!#6!#7!$([Pv5])]),$([NX3&!$([NX3]([CX3]=[OX1])[CX3]=[OX1,SX1,NX2])][CX3](=[OX1])[SH1,SX2])]']
Thiocarbamic acids	[$([OH1,SH1][CX3](=[SX1])[NX3]),$([SH1][CX3](=[OX1])[NX3])]		['[$([OH1,SH1][CX3](=[SX1])[NX3]),$([SH1][CX3](=[OX1])[NX3])]']
Thiocarbamic acid esters	[$([#6][OX2,SX2][CX3](=[SX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[CX3]=[OX1,SX1])]),$([#6][SX2][CX3](=[OX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[CX3]=[OX1,SX1])])]		['[$([#6][OX2,SX2][CX3](=[SX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[CX3]=[OX1,SX1])]),$([#6][SX2][CX3](=[OX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[CX3]=[OX1,SX1])])]']
Thiocarbamic acid halides	[F,Cl,Br,I][CX3](=[SX1])[NX3]		['[F,Cl,Br,I][CX3](=[SX1])[NX3]']
Ureas	[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])][CX3](=[OX1])[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])]		['[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])][CX3](=[OX1])[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])]']
Isoureas	[NX3&!$([NX3]([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[CX3]([OX2])=[NX2][#1,#6]		['[NX3&!$([NX3]([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[CX3]([OX2])=[NX2][#1,#6]']
Thioureas	[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])][CX3](=S)[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])]		['[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])][CX3](=S)[#7&!$([#7]=[#7])&!$([#7][#7H2])&!$([#7][#7H1][#6])&!$([#7][#7]([#1,#6])[#1,#6])&!$([#7][#7]=[#6])]']
Isothioureas	[NX3&!$([NX3]([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[CX3]([S&!$([SX2]([CX3]=N)C=C)])=[NX2][#1,#6]		['[NX3&!$([NX3]([CX3]=[OX1,SX1,NX2])([CX3]=[OX1,SX1,NX2]))]([#1,#6])([#1,#6])[CX3]([S&!$([SX2]([CX3]=N)C=C)])=[NX2][#1,#6]']
Guanidines	N[CX3](=[NX2][#1,#6])N		['N[CX3](=[NX2][#1,#6])N']
Semicarbazides	[$([NX3][CX3](=[OX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[OX1])[NX3]N=C)]		['[$([NX3][CX3](=[OX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[OX1])[NX3]N=C)]']
Thiosemicarbazides	[$([NX3][CX3](=[SX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[SX1])[NX3]N=C)]		['[$([NX3][CX3](=[SX1])[NX3&!$([NX3]([CX3]=[OX1,SX1])[NX3][CX3]=[OX1,SX1])][NX3])&!$([NX3][CX3](=[SX1])[NX3]N=C)]']
Azides	[#6&!$([CX3]=[OX1,SX1])][$([NX2]=[NX2+]=[NX1-]),$(N=[NX2+]=N),$([NX2-]-[NX2+]#[NX1]),$([NX2]=[NX2]#[NX1])]		['[#6&!$([CX3]=[OX1,SX1])][$([NX2]=[NX2+]=[NX1-]),$(N=[NX2+]=N),$([NX2-]-[NX2+]#[NX1]),$([NX2]=[NX2]#[NX1])]']
Azo compounds	[#6][NX2]=[NX2][#6]		['[#6][NX2]=[NX2][#6]']
Diazonium salts	[#6&!$([CX3]=[OX1,SX1])][NX2+]#[NX1]		['[#6&!$([CX3]=[OX1,SX1])][NX2+]#[NX1]']
Isonitriles	[#6&!$([CX3]=[OX1,SX1])][$([NX2+]#[CX1-]),$([NX2]#[CX1])]		['[#6&!$([CX3]=[OX1,SX1])][$([NX2+]#[CX1-]),$([NX2]#[CX1])]']
Cyanates	[#6][OX2][CX2]#[NX1]		['[#6][OX2][CX2]#[NX1]']
Isocyanates	[#6][NX2]=[CX2]=[OX1]		['[#6][NX2]=[CX2]=[OX1]']
Thiocyanates	[#6][SX2][CX2]#[NX1]		['[#6][SX2][CX2]#[NX1]']
Isothiocyanates	[#6][NX2]=[CX2]=[SX1]		['[#6][NX2]=[CX2]=[SX1]']
Carbodiimides	[#1,#6&!$([CX3]=[OX1,SX1])][NX2]=[CX2]=[NX2][#1,#6&!$([CX3]=[OX1,SX1])]		['[#1,#6&!$([CX3]=[OX1,SX1])][NX2]=[CX2]=[NX2][#1,#6&!$([CX3]=[OX1,SX1])]']
Nitroso compounds	[#6,#7][NX2]=[OX1]		['[#6,#7][NX2]=[OX1]']
Nitro compounds	[#6&!$([CX3]=[OX1,SX1])][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]		['[#6&!$([CX3]=[OX1,SX1])][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]']
Nitrites	[#6&!$([CX3]=[OX1,SX1])][OX2][NX2]=[OX1]		['[#6&!$([CX3]=[OX1,SX1])][OX2][NX2]=[OX1]']
Nitrates	[#6&!$([CX3]=[OX1,SX1])][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]		['[#6&!$([CX3]=[OX1,SX1])][OX2][$([NX3](=[OX1])=[OX1]),$([NX3+](=[OX1])[O-])]']
Sulfuric acid derivatives	[!#1!#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6]		['[!#1!#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6]']
Sulfuric acid	[OH1,O-][Sv6X4](=[OX1])(=[OX1])[OX2,O-]		['[OH1,O-][Sv6X4](=[OX1])(=[OX1])[OX2,O-]']
Sulfuric acid monoesters	[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OH1,O-]		['[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OH1,O-]']
Sulfuric acid diesters	[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6]		['[#6][OX2][Sv6X4](=[OX1])(=[OX1])[OX2][#6]']
Sulfuric acid amide esters	[#6][OX2][Sv6X4](=[OX1])(=[OX1])N		['[#6][OX2][Sv6X4](=[OX1])(=[OX1])N']
Sulfuric acid amides	[OH1,O-][Sv6X4](=[OX1])(=[OX1])N		['[OH1,O-][Sv6X4](=[OX1])(=[OX1])N']
Sulfuric acid diamides	N[Sv6X4](=[OX1])(=[OX1])N		['N[Sv6X4](=[OX1])(=[OX1])N']
Sulfuryl halides	[!#1!#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]		['[!#1!#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]']
Sulfonic acid derivatives	[#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6]		['[#6][Sv6X4](=[OX1])(=[OX1])[!#1!#6]']
Sulfonic acids	[#6][Sv6X4](=[OX1])(=[OX1])[OH1,O-]		['[#6][Sv6X4](=[OX1])(=[OX1])[OH1,O-]']
Sulfonic acid esters	[#6][Sv6X4](=[OX1])(=[OX1])[OX2][#6]		['[#6][Sv6X4](=[OX1])(=[OX1])[OX2][#6]']
Sulfonamides	[#6][Sv6X4](=[OX1])(=[OX1])N		['[#6][Sv6X4](=[OX1])(=[OX1])N']
Sulfonyl halides	[#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]		['[#6][Sv6X4](=[OX1])(=[OX1])[F,Cl,Br,I]']
Sulfones	[#6][Sv6X4](=[OX1,SX1,NX2])(=[OX1,SX1,NX2])[#6]		['[#6][Sv6X4](=[OX1,SX1,NX2])(=[OX1,SX1,NX2])[#6]']
Sulfoxides	[#6][Sv4X3](=[OX1])[#6]		['[#6][Sv4X3](=[OX1])[#6]']
Sulfinic acid derivatives	[#6][Sv4X3](=[OX1])[!#1!#6]		['[#6][Sv4X3](=[OX1])[!#1!#6]']
Sulfinic acids	[#6][Sv4X3](=[OX1])[OH1,O-]		['[#6][Sv4X3](=[OX1])[OH1,O-]']
Sulfinic acid esters	[#6][Sv4X3](=[OX1])[OX2][#6]		['[#6][Sv4X3](=[OX1])[OX2][#6]']
Sulfinic acid halides	[#6][Sv4X3](=[OX1])[F,Cl,Br,I]		['[#6][Sv4X3](=[OX1])[F,Cl,Br,I]']
Sulfinic acid amides	[#6][Sv4X3](=[OX1])[NX3&!$([NX3][CX3]=[OX1,SX1,NX2])]		['[#6][Sv4X3](=[OX1])[NX3&!$([NX3][CX3]=[OX1,SX1,NX2])]']
Sulfenic acid derivatives	[#6][Sv2X2][!#6!#1!S]		['[#6][Sv2X2][!#6!#1!S]']
Sulfenic acids	[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OH1]		['[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OH1]']
Sulfenic acid esters	[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OX2][#6]		['[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][OX2][#6]']
Sulfenic acid halides	[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][F,Cl,Br,I]		['[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][F,Cl,Br,I]']
Sulfenic acid amides	[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][NX3]([#6&!$([CX3]=[OX1,SX1,NX2])])[#6&!$([CX3]=[OX1,SX1,NX2])]		['[#6&!$([CX3]=[SX1,OX1,NX2])][Sv2X2][NX3]([#6&!$([CX3]=[OX1,SX1,NX2])])[#6&!$([CX3]=[OX1,SX1,NX2])]']
Thiols	[#6&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]		['[#6&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]']
Alkylthiols	[C&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]		['[C&!$([CX3]=[OX1,SX1,N,C])&!$(C#N)][Sv2H1]']
Thiophenols	c[Sv2H1]		['c[Sv2H1]']
Phosphoric acid derivatives	[OX1]=[Pv5X4]([H,!#6!$([SX2])])([H,!#6!$([SX2])])[H,!#6!$([SX2])]		['[OX1]=[Pv5X4]([H,!#6!$([SX2])])([H,!#6!$([SX2])])[H,!#6!$([SX2])]']
Phosphoric acids	[OX1]=[Pv5X4]([OH1])([O])[O]		['[OX1]=[Pv5X4]([OH1])([O])[O]']
Phosphoric acid esters	[OX1]=[Pv5X4]([OX2][#6])([!#6!$([SX2])])[!#6!$([SX2])]		['[OX1]=[Pv5X4]([OX2][#6])([!#6!$([SX2])])[!#6!$([SX2])]']
Phosphoric acid halides	[OX1]=[Pv5X4]([F,Cl,Br,I])([!#6!$([SX2])])[!#6!$([SX2])]		['[OX1]=[Pv5X4]([F,Cl,Br,I])([!#6!$([SX2])])[!#6!$([SX2])]']
Phosphoric acid amides	[OX1]=[Pv5X4]([NX3])([!#6!$([SX2])])[!#6!$([SX2])]		['[OX1]=[Pv5X4]([NX3])([!#6!$([SX2])])[!#6!$([SX2])]']
Thiophosphoric acid derivatives	[$([SX1]=[Pv5X4]([H,!#6])([H,!#6])[H,!#6]),$([OX1]=[Pv5X4]([SX2])([H,!#6])[H,!#6])]		['[$([SX1]=[Pv5X4]([H,!#6])([H,!#6])[H,!#6]),$([OX1]=[Pv5X4]([SX2])([H,!#6])[H,!#6])]']
Thiophosphoric acids	[$([SX1]=[Pv5X4]([OH1,SH1])([O,S])[O,S]),$([OX1]=[Pv5X4]([SH1])([O,S])[O,S])]		['[$([SX1]=[Pv5X4]([OH1,SH1])([O,S])[O,S]),$([OX1]=[Pv5X4]([SH1])([O,S])[O,S])]']
Thiophosphoric acid esters	[$([SX1]=[Pv5X4]([OX2,SX2][#6])([!#6])[!#6]),$([OX1]=[Pv5X4]([SX2][#6])([!#6])[!#6])]		['[$([SX1]=[Pv5X4]([OX2,SX2][#6])([!#6])[!#6]),$([OX1]=[Pv5X4]([SX2][#6])([!#6])[!#6])]']
Thiophosphoric acid halides	[$([SX1]=[Pv5X4]([F,Cl,Br,I])([!#6])[!#6]),$([OX1]=[Pv5X4]([F,Cl,Br,I])([SX2,SH1])[!#6])]		['[$([SX1]=[Pv5X4]([F,Cl,Br,I])([!#6])[!#6]),$([OX1]=[Pv5X4]([F,Cl,Br,I])([SX2,SH1])[!#6])]']
Thiophosphoric acid amides	[$([SX1]=[Pv5X4]([NX3])([!#6])[!#6]),$([OX1]=[Pv5X4]([NX3])([SX2,SH1])[!#6])]		['[$([SX1]=[Pv5X4]([NX3])([!#6])[!#6]),$([OX1]=[Pv5X4]([NX3])([SX2,SH1])[!#6])]']
Phosphonic acid derivatives	[OX1]=[Pv5X4]([#6])([!#6])[!#6]		['[OX1]=[Pv5X4]([#6])([!#6])[!#6]']
Phosphonic acids	[OX1]=[Pv5X4]([#6])([OH1])O		['[OX1]=[Pv5X4]([#6])([OH1])O']
Phosphonic acid esters	[OX1]=[Pv5X4]([#6])([OX2][#6])[!#6]		['[OX1]=[Pv5X4]([#6])([OX2][#6])[!#6]']
Phosphines	[Pv3X3]([#6])([#6])[#6]		['[Pv3X3]([#6])([#6])[#6]']
Phosphinoxides	[Pv5X4](=[OX1])([#6])([#6])[#6]		['[Pv5X4](=[OX1])([#6])([#6])[#6]']
Boronic acid derivatives	[Bv3X3]([#6])([!#6])[!#6]		['[Bv3X3]([#6])([!#6])[!#6]']
Boronic acids	[BX3]([#6])([OH1,SH1])[O,S]		['[BX3]([#6])([OH1,SH1])[O,S]']
Boronic acid esters	[BX3]([#6])([OX2][#6])[H,!#6]		['[BX3]([#6])([OX2][#6])[H,!#6]']
Alkynes	[CX2]#[CX2]		['[CX2]#[CX2]']
Aromatic compounds	[a!R0]		['[a!R0]']
Arenes	c1ccccc1		['c1ccccc1']
Heterocyclic compounds	[*R]~[*R&!#6]~[*R]		['[*R]~[*R&!#6]~[*R]']
Aromatic heterocyclic compounds	[a!#6!R0]		['[a!#6!R0]']
α-Hydroxyacids	[OH1][CX3](=[OX1])[CX4]([OH1])[#1,#6]		['[OH1][CX3](=[OX1])[CX4]([OH1])[#1,#6]']
1,2-Diamines	[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])[CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])		['[NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])[CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])']
1,2-Dithiols	[CX4]([SH1])([#1,#6])([#1,#6])[CX4]([SH1])([#1,#6])([#1,#6])		['[CX4]([SH1])([#1,#6])([#1,#6])[CX4]([SH1])([#1,#6])([#1,#6])']
1,2-Aminothiols	[SH1][CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])		['[SH1][CX4][CX4][NX3]([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])([#1,#6&!$([CX3]=[OX1,SX1,NX2,C])])']
α-Oxoacids	[OH1][CX3](=[OX1])[CX3](=[OX1])[#1,#6]		['[OH1][CX3](=[OX1])[CX3](=[OX1])[#1,#6]']
α, β-Unsaturated carboxylic acids	[OH1][CX3](=[OX1])[CX3]=[CX3]		['[OH1][CX3](=[OX1])[CX3]=[CX3]']
Dithiophenols	[$(c([SH1])c([SH1])),$(c([SH1])[aR1]c([SH1])),$(c1([SH1])aac([SH1])aa1)]		['[$(c([SH1])c([SH1])),$(c([SH1])[aR1]c([SH1])),$(c1([SH1])aac([SH1])aa1)]']
Aminophenols	[$(c([OH1])c[NX3]([#1,#6])[#1,#6]),$(c([OH1])[aR1]c[NX3]([#1,#6])[#1,#6]),$(c1([OH1])aac([NX3]([#1,#6])[#1,#6])aa1)]		['[$(c([OH1])c[NX3]([#1,#6])[#1,#6]),$(c([OH1])[aR1]c[NX3]([#1,#6])[#1,#6]),$(c1([OH1])aac([NX3]([#1,#6])[#1,#6])aa1)]']
Aminothiophenols	[$(c([SH1])c[NX3]([#1,#6])[#1,#6]),$(c([SH1])[aR1]c[NX3]([#1,#6])[#1,#6]),$(c1([SH1])aac([NX3]([#1,#6])[#1,#6])aa1)]		['[$(c([SH1])c[NX3]([#1,#6])[#1,#6]),$(c([SH1])[aR1]c[NX3]([#1,#6])[#1,#6]),$(c1([SH1])aac([NX3]([#1,#6])[#1,#6])aa1)]']
Aryl halides	a[F,Cl,Br,I]		['a[F,Cl,Br,I]']
Alkyl halides	[CX4][F,Cl,Br,I] AND NOT [$([CX4]([F,Cl,Br,I])[CX3]=[CX3]),$([CX4]([F,Cl,Br,I])[CX2]#[CX2]),$([CX4]([F,Cl,Br,I])a)]	['[$([CX4]([F,Cl,Br,I])[CX3]=[CX3]),$([CX4]([F,Cl,Br,I])[CX2]#[CX2]),$([CX4]([F,Cl,Br,I])a)]']	['[CX4][F,Cl,Br,I]']
Primary amines	[NX3H2][c,CX4&!$([CX4]([NH2])[O,N,S,P])]		['[NX3H2][c,CX4&!$([CX4]([NH2])[O,N,S,P])]']
Secondary amines	[NX3H1]([c,CX4&!$([CX4]([NX3H1])[O,S,N,P])])[c,CX4&!$([CX4]([NX3H1])[O,S,N,P])]		['[NX3H1]([c,CX4&!$([CX4]([NX3H1])[O,S,N,P])])[c,CX4&!$([CX4]([NX3H1])[O,S,N,P])]']
Tertiary amines	[NX3]([c,CX4&!$([CX4]([NX3])[O,S,N,P])])([c,CX4&!$([CX4]([NX3])[O,S,N,P])])[c,CX4&!$([CX4]([NX3])[O,S,N,P])]		['[NX3]([c,CX4&!$([CX4]([NX3])[O,S,N,P])])([c,CX4&!$([CX4]([NX3])[O,S,N,P])])[c,CX4&!$([CX4]([NX3])[O,S,N,P])]']
Thiocarbonic acid esters	[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[OX2,SX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[OX2,SX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[OX1])[SH1])]		['[$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[SX1])[OX2,SX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][SX2][CX3](=[OX1])[OX2,SX2][#1,#6&!$([CX3]=[OX1,SX1,NX2])]),$([#6&!$([CX3]=[OX1,SX1,NX2])][OX2,SX2][CX3](=[OX1])[SH1])]']
Acid anhydrides	[#6X3](=[OX1])[#8X2][#6X3](=[OX1])		['[#6X3](=[OX1])[#8X2][#6X3](=[OX1])']
Conjugated alkadienes (1,3-alkadienes)	[CX3]=[CX3][CX3]=[CX3]		['[CX3]=[CX3][CX3]=[CX3]']
